Título,Link,Tipo,Data da Publicação,PDF Links
DP 0193 - Evaluating Multiple Spatial Dimensions of Economic Growth in Brazil Using Spatial Panel Data Models (1970-2000),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24428,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_193.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0188 - The Use Of Space Syntax In Urban Transport Analysis: Limits And Potentials,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24431,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_188.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0189 - Quantifying Urban Centrality: A Simple Index Proposal And International Comparison,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24433,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_189.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0190 - Structural Change in the Brazilian Economy in the 2000s,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24441,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_190.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0174 - Comparing Models for Forecasting the Yield Curve,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24630,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_174.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0173 - Impact of Macro Shocks on Sovereign Default Probabilities,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24631,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_173.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0107 - Efficient and Equitable Commodity Taxation: Micro-Simulations Based on an Estimated Brazilian Consumer Demand System,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24811,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_107.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0203 - Complexity: A Review of The Classics,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24522,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_203.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0194 - The State And Income Inequality in Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24523,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_194.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0195 - The Defense Industry in Brazil: Characteristics and Involvement of Supplier Firms,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24524,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_195.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0196 - Market Leadership in the Brazilian Automotive Industry: The Case of Marcopolo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24526,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_196.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0197 - Market Leadership in Brazil´s ICT Sector: The Cases of Totvs And Positivo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24527,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_197.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0198 - Agriculture In Brazil´s Midwest Region: Limitations And Future Challenges to Development,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24528,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_198.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0199 - Discrimination Against The Obese And Very Thin Students in Brazilian Schools,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24533,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_199.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0200 - Agriculture in Brazil´s Southeast Region: Limitations And Future Challenges to Development,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24534,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_200.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0201 - Residential Vacancy In city Center: The Case Of São Paulo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24536,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_201.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0202 - Political Electoral Cycles And Public Investments In Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24537,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_202.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0176 - Water Reuse in Brazilian Manufacturing Firms,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24628,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_176.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0175 - A Small Open Economy as a Limit Case of a Two-country New Keynesian DSGE Model: a Bayesian Estimation with Brazilian Data,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24629,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_175.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0187 - The effects of Income and Fare Variation on the Demand for Bus Transit Services in Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24568,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_187.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0167 - Irreversible Investment with Embodied Technological Progress,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24639,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_167.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0166 - Technological Progress and Investment: Microeconomic Foundations and Macroeconomic Implications,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24640,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_166.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"DP 0157 - Race Discrimination in Brazil: an Analysis of the Age, Period and Cohort Effects",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24687,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_157.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0165 - Domestic Saving and Investment Revised: Can the Feldstein-Horioka Equation Be Used for Policy Analysis?,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24642,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_165.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0164 - Two-country New Keynesian DSGE Model: a Small Open Economy as a Limit Case,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24644,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_164.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0163 - Testing Brazilians’ Imports and Exports Co-Integration with Monthly Data for 1996-2005,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24645,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_163.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0162 - Inflation and Trade Openness Revised: an Analysis Using Panel Data,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24647,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_162.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0161 - Fiscal Space and Public Sector Investments in Infrastructure: a Brazilian Case-Study,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24651,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_161.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0160 - Measuring Monetary Policy Stance in Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24653,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_160.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"DP 0159 - Financial Development, Growth and Equity in Brazil",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24665,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_159.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0158 - Dynamic Optimization and Learning: How Should a Manager Set Prices When the Demand Function is Unknown?,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24679,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_158.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0156 - Examining the Growth Patterns of Brazilian Cities,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24688,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_156.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0155 - Determinants of City Growth in Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24689,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_155.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0154 - Estimation of Multiequation Cross-section Models in the Presence of Spatial Autocorrelation,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24690,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_154.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0153 - Spatial Dynamics of Labor Markets in Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24691,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_153.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0152 - Can Macroeconomic Variables Account for the Term Structure of Sovereign Spreads? Studying the Brazilian Case,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24692,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_152.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"DP 0151 - Socioeconomic Structure, Self-fulfilment, Homicides and Spatial Dependence in Brazil",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24694,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_151.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0150 - Agricultural Growth in Brazil in the Period 1999-2004: Outburst of Soybeans and Livestock and its Impact on the Environment,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24695,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_150.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"DP 0149 - Monetary Policy, Inflation and the Level of Economic Activity in Brasil after the Real Plan: Stylized Facts from SVAR Models",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24697,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_149.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0148 - Analysis of Emerging Markets Sovereign Credit Spreads,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24708,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_148.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0147 - Estimating Potential Output: a Survey of the Alternative Methods and their Applications to Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24709,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_147.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
